Player,Age,Min,SoTA,GA,Saves,Save%,fbref_id,team_id,match_id
Emiliano Martínez,33-293,90,1,0,1,100.0,7956236f,f9fddd6e,e7d8a062
Alexander Schlager,30-141,90,4,2,2,50.0,6fe5c35b,d5121f10,e7d8a062
