Player,Age,Min,SoTA,GA,Saves,Save%,fbref_id,team_id,match_id
Mike Maignan,31-015,90,10,6,4,40.0,fcb38f57,b1b36dcd,aba06a2a
Dean Henderson,29-128,90,9,4,5,55.6,e5a76dfe,1862c019,aba06a2a
