Player,Age,Min,SoTA,GA,Saves,Save%,fbref_id,team_id,match_id
Angus Gunn,30-153,90,8,3,5,62.5,e082af5b,602d3994,0ef71ab6
Alisson,33-265,90,5,0,5,100.0,7a2e46a8,304635c3,0ef71ab6
