Player,Age,Min,SoTA,GA,Saves,Save%,fbref_id,team_id,match_id
Mostafa Shobeir,26-042,90,2,1,1,50.0,0cb1d2ba,b8889750,acc93b55
Alireza Beiranvand,33-278,90,3,1,2,66.7,6ca0b04a,6a08f71e,acc93b55
