Player,Age,Min,SoTA,GA,Saves,Save%,fbref_id,team_id,match_id
Mike Maignan,30-348,90,3,1,2,66.7,fcb38f57,b1b36dcd,2712fac7
Édouard Mendy,34-107,90,8,3,5,62.5,33887998,9ab5c684,2712fac7
