Player,Age,Min,SoTA,GA,Saves,Save%,fbref_id,team_id,match_id
Yassine Bounou,35-080,90,3,2,1,33.3,f6798fc3,af41ccda,2307866a
Johny Placide,38-146,90,12,4,8,66.7,f1666a9d,61828292,2307866a
