Player,Age,Min,SoTA,GA,Saves,Save%,fbref_id,team_id,match_id
Emiliano Martínez,33-312,120,5,1,4,80.0,7956236f,f9fddd6e,3ae43552
Gregor Kobel,28-217,120,7,3,4,57.1,cd59b9df,81021a70,3ae43552
