Player,Age,Min,SoTA,GA,Saves,Save%,fbref_id,team_id,match_id
Orlando Mosquera,31-184,90,6,2,4,66.7,ea34d827,6061a82d,d7e30dec
Jordan Pickford,32-112,90,2,0,2,100.0,4806ec67,1862c019,d7e30dec
