Player,Age,Min,SoTA,GA,Saves,Save%,fbref_id,team_id,match_id
Diogo Costa,26-286,90,6,1,5,83.3,93fffbcf,4a1b4ea8,87717b95
Dominik Livaković,31-174,90,4,2,2,50.0,58f077c0,7b08e376,87717b95
