Player,Age,Min,SoTA,GA,Saves,Save%,fbref_id,team_id,match_id
Matt Freese,27-290,90,2,0,2,100.0,2f49476c,0f66725b,580cb771
Patrick Beach,22-317,90,3,2,1,33.3,3cc64624,b90bf4f9,580cb771
