Player,Age,Min,SoTA,GA,Saves,Save%,fbref_id,team_id,match_id
Hernán Galíndez,39-082,90,3,0,3,100.0,89c136f6,123acaf8,ca7eecdb
Eloy Room,37-134,90,15,0,15,100.0,6b33d86b,e0f5893a,ca7eecdb
