Player,Age,Min,SoTA,GA,Saves,Save%,fbref_id,team_id,match_id
Jalal Hassan,35-029,90,6,4,2,33.3,87351c2e,ec843efd,17eda16a
Ørjan Nyland,35-279,90,1,1,0,0.0,bdedffac,599eba19,17eda16a
