Player,Age,Min,SoTA,GA,Saves,Save%,fbref_id,team_id,match_id
Mike Maignan,30-362,90,3,0,3,100.0,fcb38f57,b1b36dcd,da47849b
Jacob Widell Zetterström,27-354,90,12,3,9,75.0,ac5120d8,296f69e7,da47849b
