Player,Age,Min,SoTA,GA,Saves,Save%,fbref_id,team_id,match_id
Ronwen Williams,34-154,90,2,0,2,100.0,a66cc153,506f1741,311661a5
Kim Seung-gyu,35-267,90,4,1,3,75.0,eabaafa6,473f0fbf,311661a5
