Player,Age,Min,SoTA,GA,Saves,Save%,fbref_id,team_id,match_id
Orlando Mosquera,31-180,90,2,1,1,50.0,ea34d827,6061a82d,28a6d770
Dominik Livaković,31-165,90,1,0,1,100.0,58f077c0,7b08e376,28a6d770
