Player,Age,Min,SoTA,GA,Saves,Save%,fbref_id,team_id,match_id
Ørjan Nyland,35-285,90,4,2,2,50.0,bdedffac,599eba19,7382111b
Édouard Mendy,34-113,62,6,3,3,50.0,33887998,9ab5c684,7382111b
Mory Diaw,33-000,28,0,0,0,,f41a69e6,9ab5c684,7382111b
