Player,Age,Min,SoTA,GA,Saves,Save%,fbref_id,team_id,match_id
Jordan Pickford,32-108,90,0,0,0,,4806ec67,1862c019,3dac8725
Benjamin Asare,33-345,90,3,0,3,100.0,4bb65492,9349828d,3dac8725
