Player,Age,Min,SoTA,GA,Saves,Save%,fbref_id,team_id,match_id
Raúl Rangel,26-125,90,1,0,1,100.0,15f733fb,b009a548,5eca3d3a
Hernán Galíndez,39-092,90,3,2,1,33.3,89c136f6,123acaf8,5eca3d3a
