Player,Age,Min,SoTA,GA,Saves,Save%,fbref_id,team_id,match_id
Uğurcan Çakır,30-075,90,2,1,1,50.0,f63a8347,ac6bcf92,82209c60
Orlando Gill,26-008,90,5,0,5,100.0,0d425331,d2043442,82209c60
