Player,Age,Min,SoTA,GA,Saves,Save%,fbref_id,team_id,match_id
Yazeed Abulaila,33-170,90,4,3,1,25.0,5d11fc17,3e22f0fa,5ec98037
Emiliano Martínez,33-298,90,1,1,0,0.0,7956236f,f9fddd6e,5ec98037
