Player,Age,Min,SoTA,GA,Saves,Save%,fbref_id,team_id,match_id
Egil Selvik,28-331,90,9,4,5,55.6,05d89c1c,599eba19,1bcdcfc8
Mike Maignan,30-358,90,3,1,2,66.7,fcb38f57,b1b36dcd,1bcdcfc8
