Player,Age,Min,SoTA,GA,Saves,Save%,fbref_id,team_id,match_id
Matt Freese,27-307,90,7,4,3,42.9,2f49476c,0f66725b,ac3ca9ea
Thibaut Courtois,34-056,90,2,1,1,50.0,1840e36d,361422b9,ac3ca9ea
