Player,Age,Min,SoTA,GA,Saves,Save%,fbref_id,team_id,match_id
Thibaut Courtois,34-041,90,3,0,3,100.0,1840e36d,361422b9,c96f559b
Alireza Beiranvand,33-273,90,7,0,7,100.0,6ca0b04a,6a08f71e,c96f559b
