Player,Age,Min,SoTA,GA,Saves,Save%,fbref_id,team_id,match_id
Mike Maignan,31-006,90,1,0,1,100.0,fcb38f57,b1b36dcd,c069f408
Yassine Bounou,35-095,90,7,2,5,71.4,f6798fc3,af41ccda,c069f408
