Player,Age,Min,SoTA,GA,Saves,Save%,fbref_id,team_id,match_id
Alexander Schlager,30-135,90,4,1,3,75.0,6fe5c35b,d5121f10,140e19d9
Yazeed Abulaila,33-159,90,4,3,1,25.0,5d11fc17,3e22f0fa,140e19d9
