Player,Age,Min,SoTA,GA,Saves,Save%,fbref_id,team_id,match_id
Manuel Neuer,40-085,90,2,1,1,50.0,8778c910,c1e40422,43fec9f3
Yahia Fofana,25-303,90,7,2,5,71.4,9d420dad,24772b12,43fec9f3
