Player,Age,Min,SoTA,GA,Saves,Save%,fbref_id,team_id,match_id
Angus Gunn,30-148,90,2,1,1,50.0,e082af5b,602d3994,2a469714
Yassine Bounou,35-075,90,0,0,0,,f6798fc3,af41ccda,2a469714
