Player,Age,Min,SoTA,GA,Saves,Save%,fbref_id,team_id,match_id
Emiliano Martínez,33-304,120,5,2,3,60.0,7956236f,f9fddd6e,675b328b
Vozinha,40-030,120,11,3,8,72.7,dc04ac24,31fa6fa6,675b328b
