Player,Age,Min,SoTA,GA,Saves,Save%,fbref_id,team_id,match_id
Max Crocombe,32-313,90,7,3,4,57.1,fdf47077,259855f0,d5699a16
Mostafa Shobeir,26-037,90,5,1,4,80.0,0cb1d2ba,b8889750,d5699a16
