Player,Age,Min,SoTA,GA,Saves,Save%,fbref_id,team_id,match_id
Bart Verbruggen,23-306,90,8,1,7,87.5,cf134113,5bb5024a,816f4180
Kristoffer Nordfeldt,36-362,90,7,5,2,28.6,78549904,296f69e7,816f4180
