Player,Age,Min,SoTA,GA,Saves,Save%,fbref_id,team_id,match_id
Lawrence Ati-Zigi,29-200,45,1,0,1,100.0,a12402c3,9349828d,9f71086a
Benjamin Asare,33-339,45,3,0,3,100.0,4bb65492,9349828d,9f71086a
Orlando Mosquera,31-174,90,3,1,2,66.7,ea34d827,6061a82d,9f71086a
