Player,Age,Min,SoTA,GA,Saves,Save%,fbref_id,team_id,match_id
Maxime Crépeau,32-054,90,4,3,1,25.0,ea42e480,9c6d90a0,b709bfa1
Yassine Bounou,35-090,90,3,0,3,100.0,f6798fc3,af41ccda,b709bfa1
