Player,Age,Min,SoTA,GA,Saves,Save%,fbref_id,team_id,match_id
Aymen Dahmen,29-143,90,5,4,1,20.0,8bf49030,a7c7562a,27695f4a
Zion Suzuki,23-303,90,0,0,0,,51e1f4f5,ffcf1690,27695f4a
