Player,Age,Min,SoTA,GA,Saves,Save%,fbref_id,team_id,match_id
Unai Simón,29-004,90,1,0,1,100.0,5dcf3e90,b561dd30,c100284d
Vozinha,40-012,90,7,0,7,100.0,dc04ac24,31fa6fa6,c100284d
