Player,Age,Min,SoTA,GA,Saves,Save%,fbref_id,team_id,match_id
Fernando Muslera,40-010,45,1,1,0,0.0,a2abe631,870e020f,48dd64d5
Sergio Rochet,33-095,45,0,0,0,,81b99b9e,870e020f,48dd64d5
Unai Simón,29-015,90,2,0,1,100.0,5dcf3e90,b561dd30,48dd64d5
