Player,Age,Min,SoTA,GA,Saves,Save%,fbref_id,team_id,match_id
Emiliano Martínez,33-308,90,2,2,0,0.0,7956236f,f9fddd6e,99ef3f64
Mostafa Shobeir,26-053,90,6,3,3,50.0,0cb1d2ba,b8889750,99ef3f64
