Player,Age,Min,SoTA,GA,Saves,Save%,fbref_id,team_id,match_id
Matt Freese,27-302,90,3,0,3,100.0,2f49476c,0f66725b,89aea7f3
Nikola Vasilj,30-211,90,2,2,0,0.0,f038585f,6c5ef1c3,89aea7f3
