Player,Age,Min,SoTA,GA,Saves,Save%,fbref_id,team_id,match_id
Jordan Pickford,32-130,90,5,2,3,60.0,4806ec67,1862c019,47dbfe60
Emiliano Martínez,33-316,90,2,1,1,50.0,7956236f,f9fddd6e,47dbfe60
