Player,Age,Min,SoTA,GA,Saves,Save%,fbref_id,team_id,match_id
Gregor Kobel,28-200,90,7,1,6,85.7,cd59b9df,81021a70,199a57aa
Maxime Crépeau,32-044,90,4,2,2,50.0,ea42e480,9c6d90a0,199a57aa
