Player,Age,Min,SoTA,GA,Saves,Save%,fbref_id,team_id,match_id
Oussama Benbot,31-259,90,3,3,0,0.0,dcae580c,1e2dba57,79a8f8c8
Alexander Schlager,30-146,90,5,3,2,40.0,6fe5c35b,d5121f10,79a8f8c8
