Player,Age,Min,SoTA,GA,Saves,Save%,fbref_id,team_id,match_id
Johny Placide,38-135,90,2,1,1,50.0,f1666a9d,61828292,58c3106f
Angus Gunn,30-142,90,2,0,2,100.0,e082af5b,602d3994,58c3106f
