Player,#,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,fbref_id,team_id,match_id
Jordan Ayew,9.0,FW,34-279,86,0,0,0,0,0,0,0,0,2,2,1,3,0,0,0,0,0,da052c14,9349828d,9f71086a
Prince Kwabena Adu,25.0,FW,22-267,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,36bdd145,9349828d,9f71086a
Antoine Semenyo,11.0,AM,26-161,90,0,0,0,0,2,0,0,0,2,1,1,1,1,0,0,0,0,efd2ec23,9349828d,9f71086a
Kamaldeen Sulemana,22.0,AM,24-122,57,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,a62f8bf1,9349828d,9f71086a
Brandon Thomas-Asante,10.0,"FW,MF",27-170,33,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,fb152f96,9349828d,9f71086a
Ernest Nuamah,24.0,AM,22-228,57,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,234a703c,9349828d,9f71086a
Abdul Fatawu Issahaku,7.0,"FW,MF",22-101,33,0,0,0,0,1,0,0,0,0,2,0,3,0,0,0,0,0,bceda5ff,9349828d,9f71086a
Elisha Owusu,15.0,DM,28-222,77,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,e2781082,9349828d,9f71086a
Kwasi Sibo,8.0,MF,27-358,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,be834ad7,9349828d,9f71086a
Caleb Yirenkyi,3.0,DM,20-153,90,1,0,0,0,2,1,1,0,1,1,0,0,0,3,0,0,0,d40ce7b0,9349828d,9f71086a
Gideon Mensah,14.0,LB,27-334,90,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,9bdd8118,9349828d,9f71086a
Jerome Opoku,18.0,CB,27-246,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,091d6ee5,9349828d,9f71086a
Jonas Adjetey,4.0,CB,22-186,90,0,0,0,0,2,1,0,0,0,0,0,0,2,1,0,0,0,bdbf78cd,9349828d,9f71086a
Marvin Senaya,26.0,RB,25-140,90,0,0,0,0,0,0,0,0,1,0,0,3,3,1,0,0,0,1d383c10,9349828d,9f71086a
Lawrence Ati-Zigi,1.0,GK,29-200,45,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,a12402c3,9349828d,9f71086a
Benjamin Asare,16.0,GK,33-339,45,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4bb65492,9349828d,9f71086a
Cecilio Waterman,18.0,FW,35-065,62,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,ddd5637f,6061a82d,9f71086a
José Fajardo,17.0,FW,32-303,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,682e47b3,6061a82d,9f71086a
José Luis Rodríguez,7.0,FW,27-363,73,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,b333b014,6061a82d,9f71086a
Ismael Díaz,10.0,"FW,MF",29-036,17,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,f2a276d1,6061a82d,9f71086a
Cristian Martínez,6.0,FW,29-131,62,0,0,0,0,1,0,0,0,1,0,0,3,2,0,0,0,0,fdb15495,6061a82d,9f71086a
Azarías Londoño,24.0,MF,24-361,28,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,31d68775,6061a82d,9f71086a
César Blackman,2.0,LM,28-076,89,0,0,0,0,2,1,1,0,1,1,1,0,0,1,0,0,0,c2b11050,6061a82d,9f71086a
Aníbal Godoy,20.0,MF,36-127,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2d496ca3,6061a82d,9f71086a
Yoel Bárcenas,11.0,CM,32-237,90,0,0,0,0,2,0,0,0,0,1,0,2,0,1,0,0,0,b39849eb,6061a82d,9f71086a
Carlos Harvey,14.0,CM,26-134,90,0,0,0,0,1,0,1,0,5,0,0,0,2,0,0,0,0,3f18600c,6061a82d,9f71086a
Michael Amir Murillo,23.0,RM,30-126,90,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,0,349cae8f,6061a82d,9f71086a
Andrés Andrade Cedeño,16.0,CB,27-244,90,0,0,0,0,0,0,0,0,2,0,0,3,2,0,0,0,0,6ea23758,6061a82d,9f71086a
José Córdoba,3.0,CB,25-103,90,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,bec98750,6061a82d,9f71086a
Jiovany Ramos,13.0,CB,29-142,90,0,0,0,0,2,0,0,0,1,1,0,0,1,2,0,0,0,30cda59f,6061a82d,9f71086a
Orlando Mosquera,22.0,GK,31-174,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ea34d827,6061a82d,9f71086a
