Player,Age,Min,SoTA,GA,Saves,Save%,fbref_id,team_id,match_id
Mahmoud Abunada,26-128,90,6,1,5,83.3,27e7e545,9b696ed1,58580af9
Gregor Kobel,28-189,90,4,1,3,75.0,cd59b9df,81021a70,58580af9
