Player,Age,Min,SoTA,GA,Saves,Save%,fbref_id,team_id,match_id
Eloy Room,37-139,90,3,2,1,33.3,6b33d86b,e0f5893a,89835aff
Yahia Fofana,25-308,90,2,0,2,100.0,9d420dad,24772b12,89835aff
