Player,Age,Min,SoTA,GA,Saves,Save%,fbref_id,team_id,match_id
Gregor Kobel,28-213,120,3,0,3,100.0,cd59b9df,81021a70,fb7171eb
Camilo Vargas,37-120,120,2,0,2,100.0,004e3d0f,ab73cfe5,fb7171eb
