Player,Age,Min,SoTA,GA,Saves,Save%,fbref_id,team_id,match_id
Alisson,33-260,90,3,0,3,100.0,7a2e46a8,304635c3,48cce92a
Johny Placide,38-141,90,5,3,2,40.0,f1666a9d,61828292,48cce92a
