Player,Age,Min,SoTA,GA,Saves,Save%,fbref_id,team_id,match_id
Uğurcan Çakır,30-081,90,7,2,5,71.4,f63a8347,ac6bcf92,358fd0fc
Matt Turner,32-001,90,3,3,0,0.0,4a51ba65,0f66725b,358fd0fc
