Player,Age,Min,SoTA,GA,Saves,Save%,fbref_id,team_id,match_id
Camilo Vargas,37-110,90,2,0,2,100.0,004e3d0f,ab73cfe5,ded93e98
Diogo Costa,26-281,90,6,0,6,100.0,93fffbcf,4a1b4ea8,ded93e98
